site_name,latitude,longitude,date,air_temp,wind,salinity,diss_o2,transect,depth,toc,sc_density,longitude2
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,5,6.3,24,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,6,6.5,21,0,-112.79105
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,1,10.6,22,0,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,2,10.4,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,3,10.6,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,4,5.8,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,5,5.5,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,6,5.8,21,0,-112.80464
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,1,15,23,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,2,14.7,22,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,3,10.5,21,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,4,11.5,21,0.02,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,5,5.2,21,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,6,4.5,21,0,-112.82265
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,1,11.2,23,0,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,2,11.3,24,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,3,11.2,24,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,4,6.5,24,0.06,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,5,6.3,24,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,12-Jun-15,25.6,0,32.7,9.6,6,6.5,21,0,-112.79105
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,1,10.6,22,0,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,2,10.4,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,3,10.6,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,4,5.8,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,5,5.5,21,0.02,-112.80464
San Lorenzo 5,28.61218,112.80464,12-Jun-15,25.1,1.2,33.1,9.6,6,5.8,21,0,-112.80464
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,1,15,23,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,2,14.7,22,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,3,10.5,21,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,4,11.5,21,0.02,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,5,5.2,21,0,-112.82265
San Lorenzo 4,28.62342,112.82265,12-Jun-15,30.1,1.3,33,9.1,6,4.5,21,0,-112.82265
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,1,4.2,28,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,2,4.7,24,0,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,3,4,21,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,4,4.2,20,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,5,3.9,20,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,6,3.8,20,0.02,-112.87119
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,1,7,24,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,2,5.5,22,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,3,5.6,21,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,4,5.7,20,0.06,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,5,7.2,19,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,6,7.1,19,0,-112.87415
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,1,6.7,22,0.02,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,2,6.1,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,3,6.6,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,4,7.6,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,5,8.1,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,6,8.2,21,0.02,-112.88514
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,1,4.2,28,0.04,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,2,4.7,24,0,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,3,4,21,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,4,4.2,20,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,5,3.9,20,0.02,-112.87119
San Francisquito 7,28.43219,112.87119,13-Jun-15,26.7,1.6,32.4,9.6,6,3.8,20,0.02,-112.87119
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,1,7,24,0.02,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,2,5.5,22,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,3,5.6,21,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,4,5.7,20,0.06,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,5,7.2,19,0,-112.87415
San Francisquito 2,28.44674,112.87415,13-Jun-15,24.2,2.1,32.5,9.9,6,7.1,19,0,-112.87415
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,1,6.7,22,0.02,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,2,6.1,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,3,6.6,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,4,7.6,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,5,8.1,21,0,-112.88514
San Francisquito 1,28.4605,112.88514,13-Jun-15,24,1.6,32.8,10,6,8.2,21,0.02,-112.88514
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,1,16.7,22,0.08,-113.51384
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,2,10.2,21,0,-113.51384
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,3,10.2,21,0.08,-113.51384
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,4,9.9,21,0.04,-113.51384
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,5,5.1,21,0.02,-113.51384
Tortuga,29.05177,113.51384,14-Jun-15,22,2.5,32.3,10,6,4.6,21,0.04,-113.51384
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,1,10.1,23,0,-113.51264
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,2,9.6,22,0.04,-113.51264
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,3,9.7,22,0,-113.51264
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,4,5,22,0.06,-113.51264
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,5,5.3,22,0.06,-113.51264
Ramita Sur,29.06098,113.51264,14-Jun-15,24,0,32.2,10,6,5.1,22,0,-113.51264
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,1,20.3,23,0.02,-113.52039
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,2,19.7,22,0.06,-113.52039
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,3,12,21,0.14,-113.52039
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,4,11.7,21,0.16,-113.52039
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,5,6.4,21,0.06,-113.52039
Polilla Sur,29.07643,113.52039,14-Jun-15,26.5,0.6,33.3,10,6,6.4,21,0.04,-113.52039
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,1,15.5,24,0.04,-113.5198
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,2,17,23,0.08,-113.5198
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,3,10.3,21,0.04,-113.5198
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,4,11.3,21,0.16,-113.5198
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,5,4.9,22,0.2,-113.5198
Llave,28.99941,113.5198,15-Jun-15,23,1.2,33.2,10,6,4.3,22,0.1,-113.5198
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,1,17,24,0.06,-113.51512
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,2,19,23,0.12,-113.51512
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,3,12.3,22,0.02,-113.51512
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,4,12.2,22,0.08,-113.51512
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,5,6.5,23,0,-113.51512
Bota Norte,29.01648,113.51512,15-Jun-15,24.7,1.1,33.1,10,6,7.7,23,0,-113.51512
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,1,21.2,24,0.08,-113.49908
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,2,20.3,22,0.04,-113.49908
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,3,14,22,0,-113.49908
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,4,14.1,22,0.02,-113.49908
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,5,7.4,22,0.02,-113.49908
Calavera,29.0274,113.49908,15-Jun-15,25.3,0.8,33.1,10,6,6.9,22,0,-113.49908
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,1,4.5,25,0,-113.12897
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,2,3.6,24,0,-113.12897
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,3,4.9,24,0,-113.12897
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,4,4,24,0.04,-113.12897
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,5,4.1,24,0.04,-113.12897
Sur Isla Ángel de la Guarda,28.99347,113.12897,14-Jul-15,26.2,2.7,34.1,4.6,6,6.2,25,0.06,-113.12897
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,1,4.5,29,0.02,-113.0885
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,2,4.4,28,0.14,-113.0885
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,3,4.8,27,0.1,-113.0885
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,4,6,27,0.1,-113.0885
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,5,5.6,27,0.06,-113.0885
Víbora Sur,29.06158,113.0885,14-Jul-15,29,2.3,33,5.8,6,5.4,27,0.1,-113.0885
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,1,5.4,27,0.02,-113.09728
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,2,4.9,26,0,-113.09728
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,3,5.9,26,0,-113.09728
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,4,6.3,26,0,-113.09728
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,5,5.4,26,0,-113.09728
Víbora Norte,29.06289,113.09728,14-Jul-15,26.7,1.1,32.5,4,6,5.5,26,0.04,-113.09728
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,1,11.3,27,0.02,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,2,10.8,26,0,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,3,11.5,25,0.02,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,4,6.1,25,0.04,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,5,5.4,25,0.06,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,6,6.7,25,0.14,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,1,11.3,27,0.02,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,2,10.8,26,0,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,3,11.5,25,0.02,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,4,6.1,25,0.04,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,5,5.4,25,0.06,-113.2025
San Bernabé,28.79929,113.2025,16-Jul-15,29.9,3.1,30.3,5.8,6,6.7,25,0.14,-113.2025
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,1,11,26,0.02,-113.21543
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,2,11.2,26,0,-113.21543
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,3,10.1,26,0.04,-113.21543
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,4,6.9,26,0,-113.21543
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,5,7.6,26,0.04,-113.21543
Ventana Sur,28.8192,113.21543,16-Jul-15,29.5,6.7,30.3,5.9,6,7.5,26,0,-113.21543
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,1,16.4,26,0.04,-113.23632
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,2,5.1,26,0.02,-113.23632
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,3,10.5,26,0,-113.23632
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,4,10.6,26,0.04,-113.23632
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,5,5.6,26,0,-113.23632
Choros Sur,28.83576,113.23632,16-Jul-15,29.7,1.1,30.6,5.9,6,6,26,0,-113.23632
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,1,7.1,26,0.02,-113.29562
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,2,8.5,26,0.06,-113.29562
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,3,8.8,26,0.1,-113.29562
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,4,7.3,26,0,-113.29562
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,5,8.9,26,0.02,-113.29562
Garanón,28.81589,113.29562,17-Jul-15,29,0,32.7,5.6,6,8.5,26,0,-113.29562
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,1,12.2,26,0.04,-113.27383
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,2,13.8,26,0.02,-113.27383
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,3,12.8,26,0,-113.27383
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,4,6.5,26,0.04,-113.27383
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,5,6.6,26,0,-113.27383
Coyote,28.83142,113.27383,17-Jul-15,29.8,0,32.6,5.9,6,6.5,26,0,-113.27383
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,1,12.4,28,0.06,-113.24856
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,2,14.3,26,0.02,-113.24856
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,3,13.3,26,0.1,-113.24856
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,4,7,26,0.04,-113.24856
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,5,6,26,0.08,-113.24856
Punta Choros,28.83937,113.24856,17-Jul-15,29.2,1.4,32.5,5.8,6,6.1,26,0.06,-113.24856
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,1,6.4,28,0.04,-113.15103
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,2,6.5,27,0.02,-113.15103
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,3,7,27,0.1,-113.15103
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,4,6.9,27,0.02,-113.15103
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,5,6.7,27,0.02,-113.15103
Punta La Loba,29.00792,113.15103,19-Jul-15,29.2,0,33.4,5.9,6,6.6,27,0.02,-113.15103
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,1,18.9,26,0.1,-113.23858
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,2,19.4,25,0.12,-113.23858
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,3,12.3,25,0.12,-113.23858
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,4,12.5,26,0.08,-113.23858
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,5,6.8,26,0.2,-113.23858
Punta El Chino,29.06422,113.23858,19-Jul-15,29.8,0,34.4,6.1,6,5.9,26,0.16,-113.23858
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,1,11,27,0.02,-113.27456
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,2,10.7,26,0.02,-113.27456
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,3,10.9,26,0.04,-113.27456
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,4,5.9,27,0.08,-113.27456
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,5,5.8,27,0.02,-113.27456
Punta Víctor,29.11206,113.27456,19-Jul-15,29,4.2,33.6,5.9,6,5.1,27,0.1,-113.27456
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,1,16.3,27,0.06,-113.60631
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,2,17.8,27,0.02,-113.60631
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,3,10.7,27,0.14,-113.60631
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,4,10.3,27,0.1,-113.60631
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,5,5.9,27,0.14,-113.60631
Alcatraz,29.15219,113.60631,20-Jul-15,28.2,6.2,32.2,5.9,6,6.7,27,0.1,-113.60631
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,1,10.1,28,0,-113.64108
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,2,10.9,28,0.02,-113.64108
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,3,4.5,28,0.02,-113.64108
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,4,6,28,0,-113.64108
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,5,5.6,28,0.08,-113.64108
Punta Remedio,29.28569,113.64108,20-Jul-15,28,0,32.6,6.1,6,5.6,28,0.04,-113.64108
Chivero,29.30278,113.66092,20-Jul-15,28.3,0,32.4,6.3,1,12.1,28,0,-113.66092
Chivero,29.30278,113.66092,20-Jul-15,28.3,0,32.4,6.3,2,8.9,28,0.04,-113.66092
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,1,8.7,28,0,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,2,8.1,28,0.02,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,3,7.2,28,0.04,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,4,3.9,28,0.02,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,5,3.9,28,0.14,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,6,3.4,28,0.06,-112.86176
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,1,18.7,28,0.06,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,2,18.6,27,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,3,12.2,27,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,4,11.7,27,0.06,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,5,6.2,28,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,6,6.2,28,0.04,-112.86768
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,1,16.4,29,0,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,2,16.3,27,0.16,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,3,10.4,27,0.08,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,4,10.4,27,0.04,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,5,5.4,28,0.02,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,6,5.5,28,0.02,-112.8898
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,1,8.7,28,0,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,2,8.1,28,0.02,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,3,7.2,28,0.04,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,4,3.9,28,0.02,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,5,3.9,28,0.14,-112.86176
San Lorenzo 3,28.6439,112.86176,18-Aug-15,28.9,1.6,34.2,4.92,6,3.4,28,0.06,-112.86176
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,1,18.7,28,0.06,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,2,18.6,27,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,3,12.2,27,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,4,11.7,27,0.06,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,5,6.2,28,0.04,-112.86768
San Lorenzo 2,28.64523,112.86768,18-Aug-15,30.2,2.8,34.2,4.9,6,6.2,28,0.04,-112.86768
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,1,16.4,29,0,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,2,16.3,27,0.16,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,3,10.4,27,0.08,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,4,10.4,27,0.04,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,5,5.4,28,0.02,-112.8898
San Lorenzo 1,28.67385,112.8898,18-Aug-15,30.3,2,34.6,5.01,6,5.5,28,0.02,-112.8898
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,1,15.6,28,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,2,16.3,27,0.02,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,3,10.4,27,0,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,4,10.1,28,0.04,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,5,5.7,29,0.04,-112.79105
San Lorenzo 6,28.5944,112.79105,19-Aug-15,30.3,5.4,34.2,4.18,6,5.5,29,0.02,-112.79105
San Lorenzo 5,28.61218,112.80436,19-Aug-15,30.2,2.1,34.9,4.87,1,12.3,28,0.02,-112.80436
